	Text	Emotion
1856	i feel so weird that it feels like i wanna curse everything and bang my head onto the wall so that my world will be back to its focus	1
1857	i feel everything intensely and emotional and physical distress is a daily part of living with the disability	3
1858	i was feeling especially disillusioned and unhappy allowing the last lines to make the most difference but most this is especially telling of how much my life has changed since i was fourteen how my experiences have altered my perceptions	3
1859	i feel less groggy my trousers were a little looser and truthfully i would rather reach out for a fruit salad then a fully packed sandwich which is going to leave me feeling uncomfortable for the rest of the day	3
1860	i was bitten by a dog	1
1861	i compare your beauty i feel unsure where to begin to angels or nature or what	1
1862	i feel very rich today	2
1863	i feel pleasant although im not keen on the hour shift i have ahead of me	2
1864	i can t relax my heart skips a beat now and then i feel other people s emotions i get irritated when i am pacing around not knowing what i need to do to feel better	0
1865	i just feel so annoyed with the way our economic job market is set up	0
1866	i feel i am too stubborn and resistant for therapy	0
1867	i feel it would be too messy	3
1868	i woke up feeling grouchy and irritable didn t feel settled all day had to remove myself from the patio when the small read his school book and ended up storming out of my own house after discovering he still doesn t flush the toilet	0
1869	i feel most of the time i think i look pretty cute	2
1870	i like you and im feeling generous	2
1871	i feel humiliated by my ignorance and lack of ability to accommodate the other	3
1872	i feel a bit ungrateful that i feel like leaving already once i get everything taken care of laundry packing some winter clothes etc	3
1873	i was a child this song makes me smile because i was brought up the mediterranean because you only love the sea when you feel it in your bones when it makes you frightened and when it surprise you every day somehow so many ways	1
1874	i knew i wanted frosting to decorate the cookies and write a message but was thinking of the cream type frosting which uses butter or shortening and feeling a little hesitant about adding all that fat trans fat no less	1
1875	i dont have enought time and i get tired of being made to feel unimportant	3
1876	i feel so clever recent comments a href http www	2
1877	i feel like supporting a yorkshire team you never know they could be the surprise packet of the round ha ha ha	2
1878	i can t help myself from feeling a bit apprehensive in the meantime	1
1879	i was to worried about them knowing if i was high or not and feeling a little paranoid and i have never never been that type of person that would think and care about what people think about me and would always focus on what i had to do to get to where i needed to get in life	1
1880	i feel no compulsion to bludgeon onlookers with how fabulous i want them to think i am because of the designer labels i was able to acquire	2
1881	i know it signifies him feeling not dangerous secure and relaxed so i don t guess it is causing him any undue stress	0
1882	i always feel slightly embarrassed	3
1883	i still feel defeated	3
1884	i feel so guilty	3
1885	i feel the word rich is accurate to describe texture and color payoff	2
1886	i was at the cinema with my sister and her boyfriend a man sitting beside me started to stroke my leg for a while	1
1887	i feel more determined than ever to not just help people facing these challenges but do my part to change the infrastructure of our society as a whole so this cycle of inequality is put to an end	2
