	Test text	Test emotions	Predicted emotions
910	i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life	anger	anger
911	im feeling discouraged i can look at that and remember i can achieve the goals i set for myself and i can always surprise myself with successes	sadness	sadness
912	i feel acclimated like i am finally a part of this organization rather than a timid observer	fear	fear
913	i feel slightly offended	anger	anger
914	i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else	sadness	sadness
915	i was happy with the progress but i was also beginning to feel a little hopeless	sadness	sadness
916	when my mothers heart nearly stopped	fear	anger
917	i look over and to my utter horror i see a man holding the elevator door open instead of feeling terrified or even telling the guy to get off the elevator i imagine the elevator chewing on him like a metallic pacman not pacquiao the other yellow guy	fear	fear
918	im feeling hopeful and grateful	happy	happy
919	i do feel lonely at times and at times i still feel that i am alone	sadness	sadness
920	i can only begin to feel how distraught she must be	fear	fear
921	i feel dirty and cheap just talking about going this far	sadness	sadness
922	i still feel devastated and disconsolate	sadness	sadness
923	i feel all shaken up and im waiting for things to settle	fear	fear
924	i found myself feeling fairly ignored sort of taken for granted you know	sadness	sadness
925	i feel even more blank than before	sadness	sadness
926	im feeling extremely blessed to be pregnant	happy	happy
927	i was taken by sentimental feelings for the characters and distressed by their destinies	fear	fear
928	i feel never fear your fears i will make you fearless	happy	happy
929	i li pouring down in the corner under the moonlight shines on his face i saw his pale face and mouth with half closed eyes bear people feel more distressed	fear	fear
930	i feel confused after that	fear	fear
931	i am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children	sadness	sadness
932	i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me	anger	anger
933	i feel pretty weird blogging about deodorant but im a bit of a deodorant snob and find it really hard to find a good one	fear	fear
934	im feeling stupid	sadness	sadness
935	i need to feel creative and productive	happy	happy
936	i feel irritated and helpless	anger	anger
937	i really did feel fantastic after writing out that list and i still do every time i read it	happy	happy
938	i didnt want others negative energy weighing us down and influencing my feelings and thought process during this special time	happy	happy
939	i feel a bit dumb	sadness	sadness
940	i feel afraid to have a voice and im just a guest	fear	fear
941	i sometimes had the feeling she wasn t being entirely truthful with me about things she had no reason to lie about	happy	happy
942	i see and feel and who knew i could get so angry in putting a key in the lock i want to punch someone s face every single time i put my key in the lock i know that i must keep on going	anger	anger
943	im not allowed to do anything outside of the house until ive lost weight until im thin enough to feel acceptable	happy	happy
944	i miss them like crazy every time i think about them i feel a sense of melancholy a fervent yearning to see them to be by their side to know how they are doing	sadness	sadness
945	i would like you to start with asking yourself these questions with you feel stressed	anger	anger
946	i straight away started to feel my blood boil anger coming over me and that very nerve getting agitated	anger	anger
947	im feeling bitchy on saturday	anger	anger
948	i feel like we had a wonderful summer and know now that school has started the year will fly by	happy	happy
949	i can feel it and look with eager anticipation for what is to come	happy	happy
950	i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle	fear	fear
951	i am cold and unresponsive or feel unloved	sadness	sadness
